CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,FLAG_DOCUMENT_16,FLAG_DOCUMENT_18,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_Cashloans,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_EDUCATION_TYPE_Highereducation,ORGANIZATION_TYPE_BusinessEntityType1,ORGANIZATION_TYPE_BusinessEntityType3,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Industrytype3,ORGANIZATION_TYPE_Industrytype9,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE_Postal,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Selfemployed,ORGANIZATION_TYPE_Tradetype3,ANNUITY_INCOME_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_VAR,BURO_CREDIT_DAY_OVERDUE_MAX,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_CNT_CREDIT_PROLONG_SUM,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_DAYS_CREDIT_UPDATE_MIN,BURO_MONTHS_BALANCE_SIZE_SUM,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_TYPE_Consumercredit_MEAN,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_APPLICATION_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_AMT_DOWN_PAYMENT_MIN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_HOUR_APPR_PROCESS_START_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_RATE_DOWN_PAYMENT_MIN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_NAME_TYPE_SUITE_Children_MEAN,PREV_NAME_TYPE_SUITE_Spousepartner_MEAN,PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,PREV_NAME_GOODS_CATEGORY_PhotoCinemaEquipment_MEAN,PREV_CHANNEL_TYPE_APCashloan_MEAN,PREV_CHANNEL_TYPE_Contactcenter_MEAN,PREV_CHANNEL_TYPE_RegionalLocal_MEAN,PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,PREV_PRODUCT_COMBINATION_CardXSell_MEAN,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,POS_SK_DPD_MAX,POS_SK_DPD_DEF_MAX,POS_NAME_CONTRACT_STATUS_Active_MEAN,INS_NUM_INSTALMENT_VERSION_NUNIQUE,INS_DPD_MAX,INS_DPD_MEAN,INS_DPD_SUM,INS_DBD_MAX,INS_DBD_MEAN,INS_DBD_SUM,INS_PAYMENT_DIFF_MAX,INS_PAYMENT_DIFF_MEAN,INS_AMT_INSTALMENT_MEAN,INS_AMT_PAYMENT_MIN,INS_DAYS_ENTRY_PAYMENT_SUM
0.0,1.0,1.0,1.0,2.3,1.619328698767433,0.6380983009058263,0.2592745828161633,-0.2946607788036933,0.1709230207953301,-0.0695886197616301,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5786868260842792,-1.1534109756266002,0.5,0.0,-1.6883614088820826,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173781820230711,-0.3971232020012508,0.3747228381374722,0.8181558362846757,0.0,-0.5434285714285715,-0.0097943985753602,-0.8318303879920486,0.0,2.6,0.0,0.0,-1.1715749039692702,0.0,-0.1149425287356322,-0.3341692789968652,0.5867590626280692,-0.5170680438934533,0.0,0.6996168522227925,0.0,0.424221211060553,0.3333333333333333,0.75,0.0,0.6298890834792761,0.3797752808988764,0.0,-0.3548387096774194,-0.9333333333333336,-0.1212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8394276629570754,0.0,0.0,0.2147147147147147,0.0,0.5789473684210527,-0.0419084461637653,-0.4373333333333333,0.0,0.0,0.0858969769051244,0.804242402174165,0.1115325620385013
0.0,0.0,0.0,0.0,-0.2,0.8912184927709302,0.0748244626681675,-0.8336781133636739,0.4110798875953432,-0.2232761765778912,-0.0146097654748173,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,-1.810867300294204,0.0207693861053529,0.0,0.0,0.1669218989280245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4200475218138966,-0.1557223264540337,-0.3991130820399113,1.0491544260824126,0.0,-0.372,0.0206410879067508,0.1376739466788939,0.0,0.48,0.0,0.0,-0.8655569782330346,0.0,0.3333333333333333,-0.1772727272727274,-0.164874632092694,-0.745063116616,0.8959393341558055,0.6993861154186276,1.6666666666666667,0.0,-1.0,-2.0,1.108888234909039,0.5020431990659662,-0.6,-0.2222222222222222,-0.3870967741935484,0.3999999999999999,-1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1335453100158977,-0.5,0.625,1.1702702702702703,0.2777777777777778,0.0,0.3886055917003693,-0.2853333333333333,0.5197586240949703,1.0648213511118718,-0.6866336253328257,-0.2559013283988705,0.3549303813272137
0.0,0.0,1.0,1.0,-0.2,-0.3303962127351047,-0.4225759768451518,-0.0186181216383947,-3.105981533520674,0.5806275082086829,-0.2898885044213763,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.628681608985588,0.2581922120519056,1.0,2.0,-1.052833078101072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4891020268591774,-0.4459036898061288,-0.4855875831485587,0.9105378207261366,0.0,-0.5348571428571428,-0.1007770762506071,-1.174950216422041,0.0,-0.3333333333333333,0.0,0.97,-1.0480153649167734,0.0,-0.5,0.2560606060606059,-0.3682351626243434,-0.6052278865822098,0.580568688532962,-0.0218651947372802,0.0,-0.1050052502625131,0.3333333333333333,-0.5,0.0,-0.4279042615294804,0.3685393258426966,-0.3333333333333333,-0.2580645161290322,0.3999999999999999,-0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.101748807631159,-0.5,0.625,3.930270270270271,1.4444444444444444,-0.7894736842105263,-0.9974210186976143,-0.5866666666666667,0.0,0.0,-0.7200620596988144,0.2168471298573618,-0.098595736079238
-1.0,1.0,0.0,0.0,0.3,-0.4363713907962639,0.9080773972235622,0.8587780995724728,-0.1136089923725411,0.0886537759941627,0.4090734332948866,0.0,1.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.2520553886559141,-0.681064625731111,0.5,1.0,0.1156202143950995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7719161240226474,1.313946216385241,0.3503325942350332,-0.325474321048066,0.0,1.0571428571428572,-0.0702606443257244,0.3747514649670976,0.0,-0.4107333333333333,0.0,0.0,0.5435339308578745,0.0,1.3333333333333337,0.4727272727272726,1.0610334935360086,-0.3227366731836315,2.418140262886519,-0.1778397993185944,0.0,0.5946797339866994,2.333333333333333,0.75,0.0,0.4629305312317571,0.0651685393258427,0.6666666666666666,0.032258064516129,0.3999999999999999,0.5454545454545454,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355723370429246,0.0,-0.125,-0.0297297297297297,-0.0555555555555555,-0.7894736842105263,0.0437305525187115,-0.0346666666666666,0.0,0.0,0.3221306393891605,1.4953673206595324,0.2979750538043543
-1.0,1.0,0.0,0.0,0.8,0.7578112338465476,-0.1945114434260598,0.4711074334574541,-0.2669610598153352,0.7973367384166362,-0.2725874663590926,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,-0.1219358169568686,-0.1429049084282486,0.0,0.0,0.2633996937212863,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039576461894083,-0.4352720450281426,-0.3813747228381374,0.765587887624161,0.0,-0.5234285714285715,2.4249635745507527,1.016964806610978,0.0,1.3333333333333333,0.0,8812.227272727272,-1.0537772087067865,9.08,-0.4166666666666666,-0.3397727272727274,0.0526358928504899,1.2891159153321956,0.5364884732924964,-0.2190848072395725,0.0,-0.3500175008750437,-0.3333333333333333,0.25,0.0,-0.063047285464098,-0.3168539325842696,-0.7407407407407408,-0.2903225806451613,0.3999999999999999,-0.1212121212121213,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8394276629570754,0.5,0.375,0.1428192898781134,0.1666666666666666,0.0,-0.8480297341373686,-0.2266666666666666,2.598793120474852,2.16483661692332,0.807714343974874,-0.2517436683405441,-0.067632965125266
-1.0,1.0,0.0,0.0,-0.35,-0.3527786070712671,-0.6287184434796591,0.4003585712315542,-0.0879164993978321,-0.4571324334184604,-0.4513648596693579,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3736529649041313,0.0052037903853459,0.5,0.0,0.0068912710566615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2637522778408366,0.9230769230769232,-0.0465631929046563,-0.1566046010707974,0.0,0.5091428571428571,-0.0848308240246074,-0.1913518753479212,0.0,-0.5179466666666667,0.0,0.0,0.1254801536491677,0.0,-0.6666666666666666,0.4727272727272726,1.041682500651988,0.8243176963847798,2.220585639705164,1.8474747687413768,0.0,1.92089604480224,0.6666666666666666,-0.25,0.0,0.3800350262697022,0.0426966292134831,-0.4444444444444444,-0.2903225806451613,-0.2666666666666668,-0.1212121212121213,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564999388528814,0.0,-0.125,-0.0297297297297297,-0.0555555555555555,-0.1578947368421052,0.4819471308833011,-0.2266666666666666,0.0,0.0,0.7851249867311676,1.4781739398132363,0.3783545974483062
0.0,0.0,0.0,0.0,0.8,0.380278926941613,-0.5805327759018062,-0.6065370293752586,0.4110798875953432,0.2468077344035023,0.0396001537870049,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.4255758686927818,0.447056290302315,0.0,0.0,-1.3759571209800918,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6419792447066754,-0.4002501563477173,-4.736141906873614,-0.2774386977515901,0.0,-0.5788571428571428,2.429820301117047,4.599005644076324,0.0,-0.4551333333333333,0.0,0.0,-1.0941101152368755,0.0,0.1333333333333334,-1.0872727272727274,0.3501732424276295,0.4045792037248409,0.0,0.7029828331648859,1.5666666666666669,-0.0210010500525026,0.3333333333333333,-0.5,1.1127948551451867,-0.6777583187390543,0.5887640449438202,-0.3999999999999999,0.1290322580645161,-0.1714285714285714,-0.8831168831168832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.3252782193958652,0.5,2.75,0.7197208197208198,1.6666666666666667,0.0,-0.3923735838629453,1.0,3.161525387609994,0.7833591630138435,0.1264522274948385,-0.2534252697017143,-2.3468448651026743
-1.0,1.0,0.0,0.0,0.05,0.0849746236192263,0.6380983009058263,0.9438698110605434,0.0566037735849056,0.4266690988690259,0.6447520184544406,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0558576351324765,-1.409055636132872,2.5,1.0,0.0283307810107197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451301752572222,1.032520325203252,-0.0665188470066518,-0.2872081869106978,0.0,16.577142857142857,2.42374939290918,29.792244447026214,0.0,-0.4,0.0,0.0,0.5473751600512163,0.6133333333333333,1.3333333333333337,-2.1272727272727274,0.1449573413807235,0.6995762089346457,1.388759724301548,0.6990832721640767,0.0,0.192369618480924,1.6666666666666667,0.0,0.0,0.3963806187974314,-0.5752808988764045,-0.1111111111111111,-0.1935483870967742,0.3999999999999999,0.5454545454545454,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6158982511923676,0.0,0.75,2.013127413127413,0.6666666666666666,-0.4210526315789473,-0.1526664824537164,-0.3413333333333333,0.7357287275789124,2.3690060411000937,1.2352941666981776,-0.2557093345426739,0.2800917943900786
-1.0,1.0,0.0,2.0,-0.45,1.464630869620847,-0.6776544996516052,0.2578954626948007,0.4110798875953432,-1.6275082086829624,-0.4525182622068435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153996911315341,0.6022497310327747,0.5,0.0,-0.8254211332312404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467831431841613,-0.3470919324577861,-0.9201773835920176,1.1045958073080664,0.0,-0.2514285714285714,-0.0233932329609842,-0.5852385278498109,0.0,2.013333333333333,0.0,0.0,-0.3463508322663252,0.0,-0.1666666666666666,-0.1772727272727274,-0.5923996870459372,0.1318905601952828,0.2006904108509004,1.8480730778253325,0.0,2.1690409520476024,0.0,0.5,0.0,-0.2545242265032107,0.503370786516854,-0.5238095238095238,0.2741935483870967,0.3999999999999999,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.843222729370735,0.0,0.25,0.4485311398354876,0.2222222222222222,3.789473684210526,1.4649735093768397,0.6586666666666666,2.434377874914889,4.9680173159802825,1.0108619653430837,-0.1259545901427705,-0.0968121663238249
0.0,1.0,0.0,0.0,-0.8,0.2780910137757496,0.0,-0.9158736725968832,0.4110798875953432,-0.0319226559649762,-0.5740099961553249,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.4382620988496545,0.4429590181868717,0.0,0.0,0.1937212863705972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299934529039443,-0.4271419637273296,0.3414634146341463,-0.325474321048066,0.0,-0.4497142857142857,2.421401975068804,0.0,0.0,0.0,0.0,0.0,0.5460947503201025,0.0,-0.6666666666666666,0.4727272727272726,-0.4105957304124287,0.3102986879428617,0.6314580427130118,2.7311400182889365,0.0,0.7000350017500875,0.3333333333333333,0.25,0.0,0.081144191476941,-0.2067415730337078,0.9333333333333332,1.096774193548387,0.3999999999999999,0.5454545454545454,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.204812278341689,0.0,-0.125,-0.0297297297297297,-0.0555555555555555,0.2631578947368421,-0.0683289883104868,0.4906666666666666,0.0,0.0,1.0655449843875562,0.1878229551826755,-0.3504595664736448
